"checking.status","duration.in.months","credit.history","purpose","amount","savings","employed.since","percentage.of.disposable.income","personal.status.and.sex","cosigners","at.residence.since","property","age.in.years","other.installment.plans","housing","num.credits.at.bank","job","num.dependents","telephone","foreign.worker","good.loan","Good.Loan"
"no checking",9,"critical","car (new)",1224,"< 100 DM","< 4 years",3,"male:single","none",1,"real estate",30,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",12,"critical","radio/television",522,"< 1000 DM",">= 7 years",4,"male:single","none",4,"savings/life ins",42,"none","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","radio/television",1498,"< 100 DM","< 4 years",4,"female:divorced/separated/married","none",1,"car or other",23,"bank","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",30,"past delays","radio/television",1919,"< 500 DM","< 1 year",4,"male:single","none",3,"unknown",30,"stores","own",2,"management/self-employed/highly qualified employee/ officer",1,"none","yes",2,"BadLoan"
">= 200 DM",9,"paid to date","radio/television",745,"< 100 DM","< 4 years",3,"female:divorced/separated/married","none",2,"real estate",28,"none","own",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 200 DM",6,"paid to date","radio/television",2063,"< 100 DM","< 1 year",4,"male:married/widowed","none",3,"car or other",30,"none","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",60,"paid to date","education",6288,"< 100 DM","< 4 years",4,"male:single","none",4,"unknown",42,"none","for free",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",24,"critical","car (used)",6842,"unknown","< 4 years",2,"male:single","none",4,"savings/life ins",46,"none","own",2,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","car (new)",3527,"unknown","< 1 year",2,"male:single","none",3,"savings/life ins",45,"none","own",1,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",10,"paid to date","car (new)",1546,"< 100 DM","< 4 years",3,"male:single","none",2,"real estate",31,"none","own",1,"unskilled - resident",2,"none","no",1,"GoodLoan"
"no checking",24,"paid to date","furniture/equipment",929,"unknown","< 7 years",4,"male:single","none",2,"car or other",31,"stores","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",4,"critical","car (new)",1455,"< 100 DM","< 7 years",2,"male:single","none",1,"real estate",42,"none","own",3,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 0 DM",15,"paid to date","furniture/equipment",1845,"< 100 DM","< 1 year",4,"female:divorced/separated/married","guarantor",1,"savings/life ins",46,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",48,"fully paid","car (new)",8358,"< 1000 DM","< 1 year",1,"female:divorced/separated/married","none",1,"car or other",30,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",24,"fully paid at this bank","furniture/equipment",3349,"< 1000 DM","< 1 year",4,"male:single","none",4,"unknown",30,"none","for free",1,"skilled employee/official",2,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",12,"paid to date","car (new)",2859,"unknown","unemployed",4,"male:single","none",4,"unknown",38,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",18,"paid to date","furniture/equipment",1533,"< 100 DM","< 1 year",4,"male:married/widowed","co-applicant",1,"savings/life ins",43,"none","own",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"no checking",24,"paid to date","radio/television",3621,"< 500 DM",">= 7 years",2,"male:single","none",4,"car or other",31,"none","own",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",18,"critical","business",3590,"< 100 DM","unemployed",3,"male:married/widowed","none",3,"car or other",40,"none","own",3,"unemployed/unskilled - non-resident",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",36,"past delays","business",2145,"< 100 DM","< 7 years",2,"male:single","none",1,"car or other",24,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",24,"paid to date","car (used)",4113,"< 1000 DM","< 1 year",3,"female:divorced/separated/married","none",4,"car or other",28,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",36,"paid to date","furniture/equipment",10974,"< 100 DM","unemployed",4,"female:divorced/separated/married","none",2,"car or other",26,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",12,"paid to date","car (new)",1893,"< 100 DM","< 4 years",4,"female:divorced/separated/married","guarantor",4,"savings/life ins",29,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",24,"critical","radio/television",1231,">= 1000 DM",">= 7 years",4,"female:divorced/separated/married","none",4,"savings/life ins",57,"none","rent",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",30,"critical","radio/television",3656,"unknown",">= 7 years",4,"male:single","none",4,"savings/life ins",49,"stores","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",9,"critical","radio/television",1154,"< 100 DM",">= 7 years",2,"male:single","none",4,"real estate",37,"none","own",3,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",28,"paid to date","car (new)",4006,"< 100 DM","< 4 years",3,"male:single","none",2,"car or other",45,"none","own",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 200 DM",24,"paid to date","furniture/equipment",3069,"< 500 DM",">= 7 years",4,"male:single","none",4,"unknown",30,"none","for free",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",6,"critical","radio/television",1740,"< 100 DM",">= 7 years",2,"male:married/widowed","none",2,"real estate",30,"none","rent",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",21,"past delays","car (new)",2353,"< 100 DM","< 4 years",1,"male:divorced/separated","none",4,"savings/life ins",47,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",15,"paid to date","car (new)",3556,"unknown","< 4 years",3,"male:single","none",2,"unknown",29,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"paid to date","radio/television",2397,"< 1000 DM",">= 7 years",3,"male:single","none",2,"car or other",35,"bank","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",6,"paid to date","repairs",454,"< 100 DM","< 1 year",3,"male:married/widowed","none",1,"savings/life ins",22,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",30,"paid to date","radio/television",1715,"unknown","< 4 years",4,"female:divorced/separated/married","none",1,"car or other",26,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",27,"critical","radio/television",2520,"< 1000 DM","< 4 years",4,"male:single","none",2,"savings/life ins",23,"none","own",2,"unskilled - resident",1,"none","yes",2,"BadLoan"
"no checking",15,"paid to date","radio/television",3568,"< 100 DM",">= 7 years",4,"female:divorced/separated/married","none",2,"car or other",54,"bank","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",42,"paid to date","radio/television",7166,"unknown","< 7 years",2,"male:married/widowed","none",4,"savings/life ins",29,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",11,"critical","car (new)",3939,"< 100 DM","< 4 years",1,"male:single","none",2,"real estate",40,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 200 DM",15,"paid to date","repairs",1514,"< 500 DM","< 4 years",4,"male:single","guarantor",2,"real estate",22,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"paid to date","car (new)",7393,"< 100 DM","< 4 years",1,"male:single","none",4,"savings/life ins",43,"none","own",1,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 0 DM",24,"fully paid at this bank","car (new)",1193,"< 100 DM","unemployed",1,"female:divorced/separated/married","co-applicant",4,"unknown",29,"none","rent",2,"unemployed/unskilled - non-resident",1,"none","yes",2,"BadLoan"
"< 0 DM",60,"paid to date","business",7297,"< 100 DM",">= 7 years",4,"male:single","co-applicant",4,"unknown",36,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",30,"critical","radio/television",2831,"< 100 DM","< 4 years",4,"female:divorced/separated/married","none",2,"car or other",33,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",24,"paid to date","radio/television",1258,"< 1000 DM","< 4 years",3,"female:divorced/separated/married","none",3,"car or other",57,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",6,"paid to date","radio/television",753,"< 100 DM","< 4 years",2,"female:divorced/separated/married","guarantor",3,"real estate",64,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",18,"past delays","business",2427,"unknown",">= 7 years",4,"male:single","none",2,"savings/life ins",42,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"past delays","car (new)",2538,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",47,"none","own",2,"unskilled - resident",2,"none","yes",2,"BadLoan"
"< 200 DM",15,"fully paid at this bank","car (new)",1264,"< 500 DM","< 4 years",2,"male:married/widowed","none",2,"savings/life ins",25,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",30,"critical","furniture/equipment",8386,"< 100 DM","< 7 years",2,"male:single","none",2,"savings/life ins",49,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",48,"paid to date","business",4844,"< 100 DM","unemployed",3,"male:single","none",2,"car or other",33,"bank","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
">= 200 DM",21,"paid to date","car (new)",2923,"< 500 DM","< 4 years",1,"female:divorced/separated/married","none",1,"car or other",28,"bank","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","car (used)",8229,"< 100 DM","< 4 years",2,"male:single","none",2,"savings/life ins",26,"none","own",1,"skilled employee/official",2,"none","yes",2,"BadLoan"
"no checking",24,"critical","furniture/equipment",2028,"< 100 DM","< 7 years",2,"male:single","none",2,"savings/life ins",30,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",15,"critical","furniture/equipment",1433,"< 100 DM","< 4 years",4,"female:divorced/separated/married","none",3,"savings/life ins",25,"none","rent",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
">= 200 DM",42,"fully paid","business",6289,"< 100 DM","< 1 year",2,"male:divorced/separated","none",1,"savings/life ins",33,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",13,"paid to date","radio/television",1409,"< 500 DM","unemployed",2,"female:divorced/separated/married","none",4,"real estate",64,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",24,"paid to date","car (used)",6579,"< 100 DM","unemployed",4,"male:single","none",2,"unknown",29,"none","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",24,"critical","radio/television",1743,"< 100 DM",">= 7 years",4,"male:single","none",2,"savings/life ins",48,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",12,"critical","education",3565,"unknown","< 1 year",2,"male:single","none",1,"savings/life ins",37,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"no checking",15,"fully paid at this bank","radio/television",1569,"< 500 DM",">= 7 years",4,"male:single","none",4,"car or other",34,"bank","own",1,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","radio/television",1936,"unknown","< 7 years",2,"male:married/widowed","none",4,"car or other",23,"none","rent",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","furniture/equipment",3959,"< 100 DM","unemployed",4,"male:single","none",3,"savings/life ins",30,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","car (new)",2390,"unknown",">= 7 years",4,"male:single","none",3,"car or other",50,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","furniture/equipment",1736,"< 100 DM","< 7 years",3,"female:divorced/separated/married","none",4,"real estate",31,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",30,"paid to date","car (used)",3857,"< 100 DM","< 4 years",4,"male:divorced/separated","none",4,"savings/life ins",40,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","radio/television",804,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",38,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",45,"paid to date","radio/television",1845,"< 100 DM","< 4 years",4,"male:single","none",4,"unknown",23,"none","for free",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",45,"critical","car (used)",4576,"< 500 DM","unemployed",3,"male:single","none",4,"car or other",27,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
